id,descripcion,publicaDesde,fechaUltimaModificacion
427.0,"SUBASTA - PRODUCTORES EN GENERAL Y COMERCIALIZADORAS
PERIODO DE ABASTECIMIENTO: 12/10/2026 al 01/11/2026
Fecha de Negociación: 02/10 de 10:00 a 10:30",2026-09-25T00:00:00,2026-09-25T12:30:43
