currency,currencyName,currentPrice,currentPeriod,previousPrice,previousPeriod,nominalDifference,percentageDifference,lastUpdated,marketType,displayName
USD,Dolar U.S.A,1535.0,2026-09-01T10:40:00,1530.0,2026-09-01T09:50:00,5.0,0.32679738562091504,2026-09-01T11:00:04.3061989,Dollar,DOLAR
