fecha,temp_max,temp_min,temp_prom
2026-08-26,16.6,9.5,13.1
2026-08-27,18.0,11.6,14.8
2026-08-28,17.2,9.8,13.5
2026-08-29,15.0,7.7,11.3
2026-08-30,16.1,8.1,12.1
2026-08-31,16.8,10.7,13.8
2026-09-01,15.5,8.5,12.0
2026-09-02,20.2,10.3,15.2
2026-09-03,16.3,13.2,14.8
2026-09-04,16.7,10.4,13.6
2026-09-05,12.8,6.8,9.8
2026-09-06,13.5,8.2,10.8
2026-09-07,11.4,8.2,9.8
2026-09-08,12.8,8.7,10.8
