fecha,demanda_total,prioritaria,industria,usinas,exportaciones,iny_tgs,iny_tgn,iny_enarsa,iny_gpm,iny_bolivia,iny_escobar,iny_total,linepack_tgs,var_linepack_tgs,lim_inf_tgs,lim_sup_tgs,linepack_tgn,var_linepack_tgn,lim_inf_tgn,lim_sup_tgn,linepack_total,var_linepack_total,lim_inf_total,lim_sup_total,tramo_final_tgs,tf_lim_inf_tgs,tf_lim_sup_tgs,tramo_final_tgn,tf_lim_inf_tgn,tf_lim_sup_tgn,temp_min_ba,temp_max_ba,temp_prom_ba,temp_min_esquel,temp_max_esquel,temp_prom_esquel,cammesa_gas,cammesa_gasoil,cammesa_fueloil,cammesa_carbon,cammesa_total,estado_tgn,cammesa_gas_est,cammesa_gasoil_est,cammesa_fueloil_est,cammesa_carbon_est
2025-10-18,95.4,23.5,33.6,20.8,8.0,,,,,,,97.2,,,,,,,,,355.7,,,,,,,,,,11.0,22.0,16.5,,,,,,,,,,,,,
2025-10-19,85.5,19.0,33.2,15.9,8.5,,,,,,,94.0,,,,,,,,,357.4,,,,,,,,,,12.0,22.0,17.0,,,,,,,,,,,,,
2025-10-20,97.4,23.3,34.0,22.2,8.4,,,,,,,97.8,,,,,,,,,363.3,,,,,,,,,,15.0,25.0,20.0,,,,,,,,,,,,,
2025-10-21,98.8,23.1,34.7,25.0,7.199999999999999,,,,,,,101.0,,,,,,,,,365.7,,,,,,,,,,18.0,28.0,23.0,,,,,,,,,,,,,
2025-10-22,104.4,24.1,35.5,28.8,7.199999999999999,,,,,,,102.1,,,,,,,,,367.8,,,,,,,,,,19.0,26.0,22.5,,,,,,,,,,,,,
2025-10-23,103.6,21.0,35.4,30.5,7.7,,,,,,,105.1,,,,,,,,,364.2,,,,,,,,,,19.0,30.0,24.5,,,,,,,,,,,,,
2025-10-24,106.8,24.7,34.7,30.2,7.7,,,,,,,107.3,,,,,,,,,359.8,,,,,,,,,,20.0,23.0,21.5,,,,,,,,,,,,,
2025-10-25,100.2,25.9,33.2,24.7,7.1,,,,,,,104.5,,,,,,,,,358.8,,,,,,,,,,16.0,20.0,18.0,,,,,,,,,,,,,
2025-10-26,88.5,24.9,32.9,15.4,6.6,,,,,,,98.6,,,,,,,,,364.5,,,,,,,,,,5.0,23.0,14.0,,,,,,,,,,,,,
2025-10-27,112.7,34.9,33.9,27.4,7.6,78.1,30.0,,,,,108.1,,,,,,,,,369.8,,,,,,,,,,11.0,15.0,13.0,,,,,,,,,,,,,
2025-10-28,115.3,37.0,33.8,29.1,6.699999999999999,,,,,,,,,,,,,,,,358.9,,,,,,,,,,8.0,16.0,12.0,,,,,,,,,,,,,
2025-10-29,114.5,39.4,34.0,26.5,6.699999999999999,,,,,,,,,,,,,,,,355.0,,,,,,,,,,10.0,17.0,13.5,,,,,,,,,,,,,
2025-10-30,108.7,32.9,33.5,26.6,7.699999999999999,78.7,31.6,,,,,110.3,,,,,,,,,354.5,,,,,,,,,,13.0,19.0,16.0,,,,,,,,,,,,,
2025-10-31,100.5,29.3,33.2,23.1,6.699999999999999,79.1,30.3,,,,,109.4,,,,,,,,,355.9,,,,,,,,,,14.0,25.0,19.5,,,,,,,,,,,,,
2025-11-01,92.5,25.0,31.8,20.3,7.4,70.2,28.4,,,,,98.6,,,,,,,,,364.0,,,,,,,,,,15.0,28.0,21.5,,,,,,,,,,,,,
2025-11-02,90.4,20.1,31.7,23.9,7.4,71.6,28.2,,,,,99.8,,,,,,,,,367.2,,,,,,,,,,19.0,25.0,22.0,,,,,,,,,,,,,
2025-11-03,99.9,22.5,32.9,28.1,7.699999999999999,71.6,29.1,,,,,100.7,,,,,,,,,373.7,,,,,,,,,,18.0,29.0,23.5,,,,,,,,,,,,,
2025-11-04,102.1,22.5,33.2,28.2,9.2,74.9,29.8,,,,,104.7,,,,,,,,,371.0,,,,,,,,,,19.0,25.0,22.0,,,,,,,,,,,,,
2025-11-05,105.5,27.5,34.5,27.5,7.199999999999999,77.4,30.2,,,,,107.6,,,,,,,,,367.9,,,,,,,,,,14.0,21.0,17.5,,,,,,,,,,,,,
2025-11-06,109.1,28.9,34.9,28.1,8.2,74.8,30.3,,,,,105.1,,,,,,,,,367.8,,,,,,,,,,14.0,21.0,17.5,,,,,,,,,,,,,
2025-11-07,107.4,27.9,34.8,27.9,7.199999999999999,70.3,30.7,,,,,101.0,,,,,,,,,365.1,,,,,,,,,,14.0,18.0,16.0,,,,,,,,,,,,,
2025-11-08,98.9,25.6,33.0,24.1,7.4,72.9,30.6,,,,,103.5,,,,,,,,,357.9,,,,,,,,,,12.0,21.0,16.5,,,,,,,,,,,,,
2025-11-09,91.2,22.0,32.7,20.4,7.9,70.1,31.0,,,,,101.1,,,,,,,,,363.7,,,,,,,,,,12.0,26.0,19.0,,,,,,,,,,,,,
2025-11-10,101.2,22.7,33.7,27.9,8.2,70.5,31.8,,,,,102.3,,,,,,,,,375.0,,,,,,,,,,15.0,27.0,21.0,,,,,,,,,,,,,
2025-11-11,98.7,22.4,33.6,25.5,8.2,,,,,,,103.3,,,,,,,,,376.0,,,,,,,,,,18.0,27.0,22.5,,,,,,,,,,,,,
2025-11-12,99.2,22.2,34.3,26.3,8.4,,,,,,,102.3,,,,,,,,,375.4,,,,,,,,,,13.0,26.0,19.5,,,,,,,,,,,,,
2025-11-13,101.4,22.9,34.3,28.3,7.9,,,,,,,102.4,,,,,,,,,375.8,,,,,,,,,,13.0,27.0,20.0,,,,,,,,,,,,,
2025-11-14,94.5,18.9,33.9,26.1,7.4,,,,,,,99.1,,,,,,,,,379.6,,,,,,,,,,18.0,30.0,24.0,,,,,,,,,,,,,
2025-11-15,92.1,16.7,33.1,26.8,7.6,,,,,,,89.1,,,,,,,,,374.1,,,,,,,,,,18.0,31.0,24.5,,,,,,,,,,,,,
2025-11-16,81.9,16.8,32.1,19.6,6.1,,,,,,,91.5,,,,,,,,,369.9,,,,,,,,,,18.0,24.0,21.0,,,,,,,,,,,,,
2025-11-17,91.2,21.2,33.9,21.5,5.6,,,,,,,100.3,,,,,,,,,378.7,,,,,,,,,,11.0,24.0,17.5,,,,,,,,,,,,,
2025-11-18,103.3,20.2,34.6,31.2,8.4,70.3,29.5,,,,,99.8,,,,,,,,,382.5,,,,,,,,,,17.0,29.0,23.0,,,,,,,,,,,,,
2025-11-19,109.2,22.6,35.0,34.5,8.4,71.6,29.9,,,,,101.5,,,,,,,,,374.9,,,,,,,,,,16.0,25.0,20.5,,,,,,,,,,,,,
2025-11-20,109.8,21.4,35.8,35.4,8.4,,,,,,,,,,,,,,,,365.7,,,,,,,,,,17.0,26.0,21.5,,,,,,,,,,,,,
2025-11-21,102.9,19.4,35.2,32.1,7.6,,,,,,,97.8,,,,,,,,,357.1,,,,,,,,,,15.0,23.0,19.0,,,,,,,,,,,,,
2025-11-22,96.7,18.4,34.2,27.0,8.6,76.7,21.9,,,,,98.6,,,,,,,,,349.3,,,,,,,,,,10.0,21.0,15.5,,,,,,,,,,,,,
2025-11-23,86.0,15.7,33.7,21.8,6.800000000000001,75.5,30.8,,,,,106.3,,,,,,,,,351.6,,,,,,,,,,12.0,24.0,18.0,,,,,,,,,,,,,
2025-11-24,93.5,16.4,34.0,26.1,8.7,71.0,29.3,,,,,100.3,,,,,,,,,368.4,,,,,,,,,,16.0,26.0,21.0,,,,,,,,,,,,,
2025-11-25,105.9,16.5,35.1,37.4,8.4,72.6,29.6,,,,,102.2,,,,,,,,,375.6,,,,,,,,,,16.0,29.0,22.5,,,,,,,,,,,,,
2025-11-26,109.2,15.9,34.1,42.3,8.4,,,,,,,102.5,,,,,,,,,370.0,,,,,,,,,,19.0,31.0,25.0,,,,,,,,,,,,,
2025-11-27,115.8,16.7,35.3,47.4,8.8,,,,,,,104.9,,,,,,,,,362.9,,,,,,,,,,21.0,32.0,26.5,,,,,,,,,,,,,
2025-11-28,115.8,18.9,35.2,45.1,9.1,,,,,,,108.7,,,,,,,,,355.7,,,,,,,,,,19.0,28.0,23.5,,,,,,,,,,,,,
2025-11-29,113.8,18.9,34.1,45.1,8.2,,,,,,,106.7,,,,,,,,,350.1,,,,,,,,,,17.0,20.0,18.5,,,,,,,,,,,,,
2025-11-30,99.5,18.2,33.6,32.6,8.1,,,,,,,110.0,,,,,,,,,345.1,,,,,,,,,,17.0,21.0,19.0,,,,,,,,,,,,,
2025-12-01,108.9,18.9,34.8,38.6,7.800000000000001,79.9,30.0,,,,,109.9,,,,,,,,,357.7,,,,,,,,,,17.0,23.0,20.0,,,,,,,,,,,,,
2025-12-02,111.1,18.4,34.9,41.2,7.800000000000001,,,,,,,,,,,,,,,,358.2,,,,,,,,,,15.0,28.0,21.5,,,,,,,,,,,,,
2025-12-03,116.1,16.9,35.8,46.3,8.4,,,,,,,,,,,,,,,,358.5,,,,,,,,,,18.0,29.0,23.5,,,,,,,,,,,,,
2025-12-04,118.0,16.1,35.5,50.5,7.1,82.5,29.3,,,,,111.8,,,,,,,,,358.7,,,,,,,,,,23.0,35.0,29.0,,,,,,,,,,,,,
2025-12-05,125.6,15.7,35.3,56.4,9.1,86.9,31.0,,,,,117.9,,,,,,,,,346.2,,,,,,,,,,24.0,35.0,29.5,,,,,,,,,,,,,
2025-12-06,121.0,14.8,34.7,54.1,8.5,86.0,30.3,,,,,116.3,,,,,,,,,341.1,,,,,,,,,,23.0,31.0,27.0,,,,,,,,,,,,,
2025-12-07,103.9,13.6,34.9,39.0,8.1,83.6,30.8,,,,,114.4,,,,,,,,,344.8,,,,,,,,,,18.0,27.0,22.5,,,,,,,,,,,,,
2025-12-08,100.4,14.3,35.1,34.7,7.6,81.0,24.6,,,,,105.6,,,,,,,,,357.6,,,,,,,,,,18.0,26.0,22.0,,,,,,,,,,,,,
2025-12-09,110.6,17.2,35.6,41.3,7.6,82.3,21.6,,,,,103.9,,,,,,,,,367.8,,,,,,,,,,20.0,25.0,22.5,,,,,,,,,,,,,
2025-12-10,116.6,16.9,37.2,46.1,7.6,,,,,,,115.2,,,,,,,,,361.5,,,,,,,,,,19.0,28.0,23.5,,,,,,,,,,,,,
2025-12-11,125.1,16.1,37.5,52.3,10.1,,,,,,,116.7,,,,,,,,,357.6,,,,,,,,,,18.0,32.0,25.0,,,,,,,,,,,,,
2025-12-12,121.9,17.2,36.8,51.2,7.4,,,,,,,115.8,,,,,,,,,355.1,,,,,,,,,,20.0,34.0,27.0,,,,,,,,,,,,,
2025-12-13,108.1,15.1,35.6,40.0,8.3,,,,,,,111.7,,,,,,,,,353.7,,,,,,,,,,22.0,34.0,28.0,,,,,,,,,,,,,
2025-12-14,97.9,16.3,35.4,31.6,6.3,,,,,,,110.8,,,,,,,,,356.1,,,,,,,,,,17.0,24.0,20.5,,,,,,,,,,,,,
2025-12-15,115.1,21.8,36.4,40.7,7.3,,,,,,,114.0,,,,,,,,,365.5,,,,,,,,,,16.0,28.0,22.0,,,,,,,,,,,,,
2025-12-16,113.9,20.5,36.3,40.6,7.5,,,,,,,116.8,,,,,,,,,366.2,,,,,,,,,,15.0,26.0,20.5,,,,,,,,,,,,,
2025-12-17,108.3,16.3,35.6,39.6,7.8999999999999995,,,,,,,116.0,,,,,,,,,368.2,,,,,,,,,,17.0,31.0,24.0,,,,,,,,,,,,,
2025-12-18,120.1,17.3,37.4,48.1,7.8999999999999995,,,,,,,114.0,,,,,,,,,371.6,,,,,,,,,,22.0,34.0,28.0,,,,,,,,,,,,,
2025-12-19,121.4,16.6,37.3,50.1,7.8999999999999995,,,,,,,111.0,,,,,,,,,368.6,,,,,,,,,,20.0,31.0,25.5,,,,,,,,,,,,,
2025-12-20,112.4,13.2,35.5,46.8,7.6,,,,,,,108.6,,,,,,,,,357.7,,,,,,,,,,24.0,27.0,25.5,,,,,,,,,,,,,
2025-12-21,104.5,14.1,35.1,39.1,7.6,,,,,,,107.2,,,,,,,,,358.9,,,,,,,,,,22.0,28.0,25.0,,,,,,,,,,,,,
2025-12-22,117.7,17.2,36.4,47.7,7.6,,,,,,,,,,,,,,,,363.6,,,,,,,,,,22.0,29.0,25.5,,,,,,,,,,,,,
2025-12-23,114.9,15.7,35.5,50.4,4.5,,,,,,,,,,,,,,,,360.1,,,,,,,,,,21.0,32.0,26.5,,,,,,,,,,,,,
2025-12-24,108.5,14.9,33.7,46.4,4.4,,,,,,,,,,,,,,,,356.0,,,,,,,,,,21.0,34.0,27.5,,,,,,,,,,,,,
2025-12-25,99.4,12.4,33.3,41.4,3.4000000000000004,,,,,,,,,,,,,,,,357.8,,,,,,,,,,20.0,30.0,25.0,,,,,,,,,,,,,
2025-12-26,105.4,14.5,35.0,43.0,3.4000000000000004,,,,,,,,,,,,,,,,368.3,,,,,,,,,,19.0,33.0,26.0,,,,,,,,,,,,,
2025-12-27,108.6,13.3,33.5,48.1,4.4,,,,,,,110.2,,,,,,,,,362.8,,,,,,,,,,23.0,35.0,29.0,,,,,,,,,,,,,
2025-12-28,108.3,10.9,33.4,50.9,4.4,,,,,,,109.3,,,,,,,,,363.9,,,,,,,,,,24.0,32.0,28.0,,,,,,,,,,,,,
2025-12-29,126.3,14.9,34.4,62.3,6.0,,,,,,,115.4,,,,,,,,,364.4,,,,,,,,,,21.0,35.0,28.0,,,,,,,,,,,,,
2025-12-30,126.5,12.7,35.6,63.9,5.5,,,,,,,116.0,,,,,,,,,363.0,,,,,,,,,,25.0,37.0,31.0,,,,,,,,,,,,,
2025-12-31,118.2,11.2,33.4,59.4,5.3999999999999995,,,,,,,116.6,,,,,,,,,355.6,,,,,,,,,,27.0,39.0,33.0,,,,,,,,,,,,,
2026-01-01,97.6,8.3,32.1,43.2,5.3999999999999995,73.1,30.2,,,,,103.3,,,,,,,,,360.6,,,,,,,,,,20.0,29.0,24.5,,,,,,,,,,,,,
2026-01-02,110.0,13.7,34.2,47.6,5.3999999999999995,73.0,32.3,,,,,105.3,,,,,,,,,367.9,,,,,,,,,,19.0,28.0,23.5,,,,,,,,,,,,,
2026-01-03,98.0,12.1,31.1,40.3,5.4,70.6,32.0,,,,,102.6,,,,,,,,,364.1,,,,,,,,,,14.0,23.0,18.5,,,,,,,,,,,,,
2026-01-04,88.8,11.1,31.1,32.8,5.4,66.9,30.6,,,,,97.5,,,,,,,,,372.1,,,,,,,,,,13.0,25.0,19.0,,,,,,,,,,,,,
2026-01-05,93.1,13.0,32.4,35.8,5.3,63.8,31.2,,,,,95.0,,,,,,,,,379.2,,,,,,,,,,17.0,28.0,22.5,,,,,,,,,,,,,
2026-01-07,104.1,13.4,34.0,41.0,7.0,,,,,,,,,,,,,,,,363.5,,,,,,,,,,19.0,28.0,23.5,,,,,,,,,,,,,
2026-01-08,105.3,14.2,35.0,40.5,6.8,,,,,,,,,,,,,,,,360.5,,,,,,,,,,15.0,24.0,19.5,,,,,,,,,,,,,
2026-01-09,99.1,14.2,33.6,35.4,6.8,,,,,,,,,,,,,,,,361.2,,,,,,,,,,18.0,25.0,21.5,,,,,,,,,,,,,
2026-01-10,94.4,12.3,33.6,33.3,6.3,,,,,,,,,,,,,,,,363.5,,,,,,,,,,19.0,24.0,21.5,,,,,,,,,,,,,
2026-01-11,83.5,10.9,32.6,26.5,5.3,64.0,31.2,,,,,95.2,,,,,,,,,365.7,,,,,,,,,,15.0,30.0,22.5,,,,,,,,,,,,,
2026-01-12,110.7,13.5,34.0,47.6,6.8,75.5,32.7,,,,,108.2,,,,,,,,,364.2,,,,,,,,,,22.0,35.0,28.5,,,,,,,,,,,,,
2026-01-13,119.9,13.1,34.5,55.1,8.6,83.5,30.4,,,,,113.9,,,,,,,,,353.5,,,,,,,,,,25.0,33.0,29.0,,,,,,,,,,,,,
2026-01-14,123.7,13.8,35.2,58.5,7.7,85.9,31.4,,,,,117.3,,,,,,,,,348.2,,,,,,,,,,23.0,34.0,28.5,,,,,,,,,,,,,
2026-01-15,123.5,14.2,34.5,57.5,8.7,82.0,33.8,,,,,115.8,,,,,,,,,346.5,,,,,,,,,,25.0,33.0,29.0,,,,,,,,,,,,,
2026-01-16,121.2,14.2,34.5,55.3,8.2,83.9,35.5,,,,,119.4,,,,,,,,,341.2,,,,,,,,,,19.0,27.0,23.0,,,,,,,,,,,,,
2026-01-17,114.4,13.3,35.0,49.2,8.2,85.1,34.4,,,,,119.5,,,,,,,,,341.3,,,,,,,,,,23.0,34.0,28.5,,,,,,,,,,,,,
2026-01-18,104.7,13.5,34.8,40.2,8.2,83.5,33.1,,,,,116.6,,,,,,,,,345.8,,,,,,,,,,19.0,28.0,23.5,,,,,,,,,,,,,
2026-01-19,113.0,15.1,35.6,44.5,9.2,81.7,31.5,,,,,113.2,,,,,,,,,360.1,,,,,,,,,,15.0,25.0,20.0,,,,,,,,,,,,,
2026-01-20,111.6,14.3,36.0,43.8,8.7,84.4,32.7,,,,,117.1,,,,,,,,,361.2,,,,,,,,,,19.0,29.0,24.0,,,,49.99,0.0,0.0,0.0,49.99,,,,,
2026-01-21,117.2,14.5,36.8,47.8,9.4,84.8,32.7,,,,,117.5,,,,,,,,,359.0,,,,,,,,,,20.0,31.0,25.5,,,,51.621,0.0,0.0,0.0,51.621,,,,,
2026-01-22,121.0,14.6,36.1,52.9,8.7,85.6,33.5,,,,,119.1,,,,,,,,,355.6,,,,,,,,,,22.0,31.0,26.5,,,,59.865,0.0,0.0,0.0,59.865,,,,,
2026-01-23,127.1,14.1,36.5,57.3,10.2,88.7,34.1,,,,,122.8,,,,,,,,,351.6,,,,,,,,,,22.0,32.0,27.0,,,,65.683,0.0,0.0,0.448,65.683,,,,,
2026-01-24,120.2,12.2,35.5,53.2,10.4,87.9,34.5,,,,,122.4,,,,,,,,,345.4,,,,,,,,,,24.0,33.0,28.5,,,,58.479,0.0,0.0,1.071,58.479,,,,,
2026-01-25,113.5,10.9,35.2,49.2,9.8,90.0,34.7,,,,,124.7,,,,,,,,,347.1,,,,,,,,,,25.0,34.0,29.5,,,,54.92,0.0,0.0,1.721,54.92,,,,,
2026-01-26,131.1,14.0,37.0,61.0,10.299999999999999,89.7,34.5,,,,,124.2,,,,,,,,,358.6,,,,,,,,,,26.0,36.0,31.0,,,,65.335,0.0,0.01,1.996,65.335,,,,,
2026-01-27,131.6,14.0,36.6,60.9,11.6,89.2,35.2,,,,,124.4,,,,,,,,,357.6,,,,,,,,,,22.0,33.0,27.5,,,,67.172,0.0,0.0,2.036,67.172,,,,,
2026-01-28,132.2,14.8,36.3,60.1,12.2,88.6,36.0,,,,,124.6,,,,,,,,,351.5,,,,,,,,,,21.0,30.0,25.5,,,,66.925,0.0,0.0,1.712,66.925,,,,,
2026-01-29,133.3,15.0,36.5,60.8,12.1,89.5,34.4,,,,,123.9,,,,,,,,,348.7,,,,,,,,,,21.0,30.0,25.5,,,,66.68,0.0,0.0,1.93,66.68,,,,,
2026-01-30,132.9,15.4,36.3,59.5,12.299999999999999,85.7,36.6,,,,,122.3,,,,,,,,,345.2,,,,,,,,,,23.0,30.0,26.5,,,,67.103,0.0,0.013,2.039,67.103,,,,,
2026-01-31,125.7,13.2,34.8,56.3,12.1,89.0,34.6,,,,,123.6,,,,,,,,,340.9,,,,,,,,,,22.0,29.0,25.5,,,,58.937,0.0,0.0,1.944,58.937,,,,,
2026-02-01,120.3,11.4,34.2,54.7,11.3,86.2,36.0,,,,,122.2,,,,,,,,,346.1,,,,,,,,,,22.0,31.0,26.5,,,,55.439,0.0,0.0,1.852,55.439,,,,,
2026-02-02,130.0,15.3,35.9,57.9,11.8,88.0,35.9,,,,,123.9,,,,,,,,,350.5,,,,,,,,,,23.0,34.0,28.5,,,,63.35,0.0,0.0,1.966,63.35,,,,,
2026-02-03,134.1,13.8,36.3,64.7,10.6,90.8,37.3,,,,,128.1,,,,,,,,,351.2,,,,,,,,,,25.0,36.0,30.5,,,,69.705,0.0,0.0,2.077,69.705,,,,,
2026-02-04,131.8,14.7,36.9,60.8,10.6,90.2,37.1,,,,,127.3,,,,,,,,,348.1,,,,,,,,,,23.0,32.0,27.5,,,,63.48,0.0,0.0,2.102,63.48,,,,,
2026-02-05,129.9,14.7,36.3,59.0,11.1,89.0,37.2,,,,,126.2,,,,,,,,,342.8,,,,,,,,,,23.0,31.0,27.0,,,,62.814,0.257,0.0,1.906,62.814,,,,,
2026-02-06,127.3,16.2,37.2,52.1,12.399999999999999,88.8,36.0,,,,,124.8,,,,,,,,,342.8,,,,,,,,,,18.0,28.0,23.0,,,,55.784,0.0,0.0,1.862,55.784,,,,,
2026-02-07,120.0,13.3,36.0,52.2,9.2,88.4,34.4,,,,,122.8,,,,,,,,,343.6,,,,,,,,,,17.0,32.0,24.5,,,,56.249,0.0,0.0,1.597,56.249,,,,,
2026-02-08,109.2,11.9,35.3,44.6,8.7,85.9,33.5,,,,,119.4,,,,,,,,,348.2,,,,,,,,,,22.0,31.0,26.5,,,,53.332,0.0,0.0,1.577,53.332,,,,,
2026-02-09,122.0,14.7,36.7,52.5,9.3,87.0,34.9,,,,,121.9,,,,,,,,,354.4,,,,,,,,,,22.0,31.0,26.5,,,,63.89,0.0,0.0,1.823,63.89,,,,,
2026-02-10,130.5,14.9,36.2,59.7,10.7,,,,,,,,,,,,,,,,351.8,,,,,,,,,,22.0,34.0,28.0,,,,66.309,0.0,0.0,2.024,66.309,,,,,
2026-02-11,128.1,16.3,35.8,56.8,10.6,,,,,,,,,,,,,,,,345.4,,,,,,,,,,23.0,31.0,27.0,,,,62.992,0.0,0.0,0.0,62.992,,,,,
2026-02-12,124.1,17.0,35.1,52.4,10.6,85.2,34.8,,,,,120.0,,,,,,,,,343.4,,,,,,,,,,21.0,28.0,24.5,,,,58.941,0.0,0.0,0.0,58.941,,,,,
2026-02-13,126.4,19.1,36.1,51.4,10.8,85.7,34.2,,,,,119.9,,,,,,,,,340.4,,,,,,,,,,17.0,27.0,22.0,,,,53.544,0.0,0.0,0.0,53.544,,,,,
2026-02-14,105.8,15.4,35.4,37.3,8.8,85.6,33.7,,,,,119.3,,,,,,,,,339.5,,,,,,,,,,18.0,26.0,22.0,,,,43.396,0.0,0.0,0.0,43.396,,,,,
2026-02-15,103.6,12.7,34.8,38.8,9.0,83.0,33.6,,,,,116.6,,,,,,,,,345.6,,,,,,,,,,22.0,27.0,24.5,,,,46.236,0.0,0.0,0.0,46.236,,,,,
2026-02-16,108.9,12.6,34.9,44.2,8.8,78.9,33.0,,,,,111.9,,,,,,,,,353.7,,,,,,,,,,20.0,30.0,25.0,,,,48.014,0.0,0.0,0.0,48.014,,,,,
2026-02-17,111.9,12.4,35.0,46.2,9.8,81.9,34.8,,,,,116.7,,,,,,,,,359.8,,,,,,,,,,22.0,30.0,26.0,,,,51.941,0.0,0.0,0.0,51.941,,,,,
2026-02-18,129.3,14.3,35.8,61.9,8.5,85.7,33.2,,,,,118.9,,,,,,,,,362.6,,,,,,,,,,21.0,31.0,26.0,,,,68.142,0.0,0.0,0.0,68.142,,,,,
2026-02-19,133.6,15.3,35.9,61.8,11.5,86.5,35.3,,,,,121.8,,,,,,,,,344.9,,,,,,,,,,23.0,29.0,26.0,,,,63.748,0.0,0.0,0.0,63.748,,,,,
2026-02-20,128.5,15.4,37.3,55.8,11.0,83.8,36.3,,,,,120.1,,,,,,,,,342.5,,,,,,,,,,19.0,28.0,23.5,,,,58.859,0.0,0.0,0.0,58.859,,,,,
2026-02-21,114.6,13.4,35.9,46.2,10.299999999999999,84.6,34.9,,,,,119.5,,,,,,,,,340.8,,,,,,,,,,20.0,28.0,24.0,,,,50.831,0.0,0.0,0.0,50.831,,,,,
2026-02-22,110.3,12.2,35.4,44.5,9.8,84.4,34.2,,,,,118.6,,,,,,,,,344.1,,,,,,,,,,21.0,28.0,24.5,,,,49.469,0.0,0.0,0.0,49.469,,,,,
2026-02-23,123.3,14.9,36.7,53.1,9.8,82.7,33.4,,,,,116.1,,,,,,,,,351.3,,,,,,,,,,22.0,29.0,25.5,,,,60.91,0.0,0.0,0.0,60.91,,,,,
2026-02-24,126.4,15.8,37.4,55.9,9.2,82.0,32.0,,,,,114.0,,,,,,,,,343.7,,,,,,,,,,21.0,32.0,26.5,,,,58.956,0.0,0.0,0.0,58.956,,,,,
2026-02-25,123.2,17.1,36.8,51.0,9.7,83.5,33.6,,,,,117.1,,,,,,,,,334.6,,,,,,,,,,15.0,26.0,20.5,,,,53.867,0.0,0.01,0.0,53.867,,,,,
2026-02-26,121.3,16.8,36.7,47.9,11.0,84.7,31.5,,,,,116.2,,,,,,,,,331.7,,,,,,,,,,16.0,26.0,21.0,,,,50.992,0.0,0.0,0.0,50.992,,,,,
2026-02-27,119.4,15.7,36.8,47.4,10.4,87.2,37.5,,,,,124.7,,,,,,,,,329.7,,,,,,,,,,20.0,28.0,24.0,,,,50.434,0.0,0.0,0.0,50.434,,,,,
2026-02-28,114.7,12.7,35.4,48.0,9.8,86.1,37.4,,,,,123.5,,,,,,,,,330.0,,,,,,,,,,21.0,31.0,26.0,,,,48.217,0.0,0.0,0.0,48.217,,,,,
2026-03-01,106.9,11.4,35.2,42.3,9.8,86.2,36.2,,,,,122.4,,,,,,,,,340.3,,,,,,,,,,20.0,32.0,26.0,,,,47.696,0.0,0.0,0.0,47.696,,,,,
2026-03-02,127.7,14.7,36.1,58.5,9.8,88.2,35.0,,,,,123.2,,,,,,,,,352.7,,,,,,,,,,22.0,31.0,26.5,,,,62.601,0.0,0.0,0.0,62.601,,,,,
2026-03-03,128.4,16.2,36.3,56.1,11.1,87.8,35.7,,,,,123.5,,,,,,,,,350.1,,,,,,,,,,20.0,28.0,24.0,,,,58.79,0.0,0.0,0.0,58.79,,,,,
2026-03-04,126.8,17.5,36.7,53.0,11.0,88.7,35.8,,,,,124.5,,,,,,,,,349.2,,,,,,,,,,19.0,29.0,24.0,,,,55.628,0.0,0.0,0.0,55.628,,,,,
2026-03-05,120.0,20.3,36.8,44.2,10.100000000000001,81.2,35.2,,,,,116.4,,,,,,,,,348.8,,,,,,,,,,19.0,26.0,22.5,,,,56.032,0.0,0.0,0.0,56.032,,,,,
2026-03-06,123.1,19.6,36.7,48.1,9.8,82.8,35.4,,,,,118.2,,,,,,,,,343.0,,,,,,,,,,21.0,25.0,23.0,,,,52.977,0.0,0.0,0.0,52.977,,,,,
2026-03-07,110.3,15.8,35.8,40.1,9.8,83.9,35.2,,,,,119.1,,,,,,,,,341.1,,,,,,,,,,20.0,25.0,22.5,,,,44.855,0.0,0.0,0.0,44.855,,,,,
2026-03-08,98.1,14.8,35.0,30.2,9.7,80.7,34.8,,,,,115.5,,,,,,,,,349.9,,,,,,,,,,19.0,24.0,21.5,,,,37.7,0.0,0.0,0.0,37.7,,,,,
2026-03-09,116.2,17.8,35.7,42.9,10.8,81.6,34.9,,,,,116.5,,,,,,,,,363.4,,,,,,,,,,18.0,25.0,21.5,,,,45.839,0.0,0.0,0.0,45.839,,,,,
2026-03-10,120.7,17.7,36.0,48.2,10.4,82.2,35.4,,,,,117.6,,,,,,,,,362.3,,,,,,,,,,18.0,25.0,21.5,,,,54.51,0.0,0.0,0.0,54.51,,,,,
2026-03-11,121.9,17.3,36.7,48.3,11.0,86.8,36.3,,,,,123.1,,,,,,,,,358.2,,,,,,,,,,19.0,26.0,22.5,,,,48.787,0.0,0.0,0.0,48.787,,,,,
2026-03-12,122.9,17.2,37.4,48.0,11.3,87.7,36.5,,,,,124.2,,,,,,,,,361.1,,,,,,,,,,21.0,26.0,23.5,,,,51.395,0.0,0.0,0.0,51.395,,,,,
2026-03-13,124.8,18.4,36.1,50.1,11.3,86.2,35.6,,,,,121.8,,,,,,,,,361.4,,,,,,,,,,19.0,27.0,23.0,,,,52.319,0.0,0.0,0.0,52.319,,,,,
