fecha,demanda_total,prioritaria,industria,usinas,exportaciones,iny_tgs,iny_tgn,iny_enarsa,iny_gpm,iny_bolivia,iny_escobar,iny_total,linepack_tgs,var_linepack_tgs,lim_inf_tgs,lim_sup_tgs,linepack_tgn,var_linepack_tgn,lim_inf_tgn,lim_sup_tgn,linepack_total,var_linepack_total,lim_inf_total,lim_sup_total,tramo_final_tgs,tf_lim_inf_tgs,tf_lim_sup_tgs,tramo_final_tgn,tf_lim_inf_tgn,tf_lim_sup_tgn,temp_min_ba,temp_max_ba,temp_prom_ba,temp_min_esquel,temp_max_esquel,temp_prom_esquel,cammesa_gas,cammesa_gasoil,cammesa_fueloil,cammesa_carbon,cammesa_total,estado_tgn,cammesa_gas_est,cammesa_gasoil_est,cammesa_fueloil_est,cammesa_carbon_est
2025-05-14,123.7,37.6,34.1,36.4,6.3,85.7,33.9,,,,,119.6,,,,,,,,,359.2,,,,,,,,,,17.0,25.0,21.0,,,,,,,,,,,,,
2025-05-15,124.3,34.2,35.0,37.5,8.3,87.6,34.7,,,,,122.3,,,,,,,,,355.9,,,,,,,,,,20.0,24.0,22.0,,,,,,,,,,,,,
2025-05-16,120.8,34.0,34.9,36.1,6.3,91.2,34.6,,,,,125.8,,,,,,,,,351.0,,,,,,,,,,19.0,23.0,21.0,,,,,,,,,,,,,
2025-05-17,111.2,30.9,33.6,28.4,9.2,87.5,37.8,,,,,125.3,,,,,,,,,356.5,,,,,,,,,,18.0,23.0,20.5,,,,,,,,,,,,,
2025-05-18,108.6,34.3,33.4,25.3,7.2,86.3,36.6,,,,,122.9,,,,,,,,,366.6,,,,,,,,,,13.0,18.0,15.5,,,,,,,,,,,,,
2025-05-19,131.8,43.9,34.9,37.7,6.2,95.4,33.3,,,,,128.7,,,,,,,,,370.7,,,,,,,,,,10.0,15.0,12.5,,,,,,,,,,,,,
2025-05-20,136.5,48.5,35.3,38.3,5.4,99.1,33.4,,,,,132.5,,,,,,,,,357.9,,,,,,,,,,6.0,16.0,11.0,,,,,,,,,,,,,
2025-05-21,143.1,55.4,35.5,37.6,5.4,101.2,34.2,,,,,135.4,,,,,,,,,342.7,,,,,,,,,,9.0,15.0,12.0,,,,,,,,,,,,,
2025-05-22,149.1,57.2,36.5,39.1,7.4,98.7,35.5,,,,,134.2,,,,,,,,,333.7,,,,,,,,,,7.0,16.0,11.5,,,,,,,,,,,,,
2025-05-23,142.2,55.1,37.0,33.3,7.4,99.7,37.1,,,,,136.8,,,,,,,,,327.8,,,,,,,,,,11.0,15.0,13.0,,,,,,,,,,,,,
2025-05-24,130.5,49.9,35.0,29.0,7.4,,,,,,,132.7,,,,,,,,,330.6,,,,,,,,,,13.0,16.0,14.5,,,,,,,,,,,,,
2025-05-25,124.6,46.5,34.6,27.3,7.4,98.0,38.4,,,,,136.4,,,,,,,,,340.1,,,,,,,,,,13.0,18.0,15.5,,,,,,,,,,,,,
2025-05-26,140.1,52.3,35.8,35.1,7.7,97.8,38.5,,,,,136.3,,,,,,,,,351.4,,,,,,,,,,15.0,20.0,17.5,,,,,,,,,,,,,
2025-05-27,140.7,57.4,35.0,32.4,6.7,104.2,35.8,,,,,140.0,,,,,,,,,355.8,,,,,,,,,,12.0,18.0,15.0,,,,,,,,,,,,,
2025-05-28,145.0,63.6,35.8,29.5,6.9,,,,,,,139.7,,,,,,,,,352.2,,,,,,,,,,7.0,12.0,9.5,,,,,,,,,,,,,
2025-05-29,148.3,68.9,35.8,27.0,7.0,,,,,,,141.3,,,,,,,,,345.5,,,,,,,,,,5.0,12.0,8.5,,,,,,,,,,,,,
2025-05-30,151.9,73.2,35.5,28.7,5.0,102.2,35.1,,,,,137.3,,,,,,,,,338.6,,,,,,,,,,6.0,15.0,10.5,,,,,,,,,,,,,
2025-05-31,146.1,68.1,34.2,28.4,6.0,103.0,35.9,,,,,138.9,,,,,,,,,336.3,,,,,,,,,,7.0,16.0,11.5,,,,,,,,,,,,,
2025-06-01,136.8,63.0,34.1,26.3,4.3,102.4,36.9,,,,,139.3,,,,,,,,,340.9,,,,,,,,,,4.0,16.0,10.0,,,,,,,,,,,,,
2025-06-02,146.5,66.8,34.6,29.1,6.5,100.3,37.9,,,,,138.2,,,,,,,,,349.7,,,,,,,,,,9.0,18.0,13.5,,,,,,,,,,,,,
2025-06-03,148.8,64.4,34.7,33.7,6.5,101.1,37.7,,,,,138.8,,,,,,,,,350.1,,,,,,,,,,8.0,18.0,13.0,,,,,,,,,,,,,
2025-06-04,145.7,63.2,35.4,33.2,4.4,101.6,37.1,,,,,138.7,,,,,,,,,351.6,,,,,,,,,,11.0,19.0,15.0,,,,,,,,,,,,,
2025-06-05,154.2,64.8,35.5,37.4,7.0,102.0,36.7,,,,,138.7,,,,,,,,,352.4,,,,,,,,,,8.0,15.0,11.5,,,,,,,,,,,,,
2025-06-06,157.3,63.5,35.0,42.2,7.0,103.1,35.8,,,,,138.9,,,,,,,,,347.4,,,,,,,,,,5.0,18.0,11.5,,,,,,,,,,,,,
2025-06-07,148.8,62.6,34.3,37.9,4.5,103.2,35.1,,,,,138.3,,,,,,,,,342.9,,,,,,,,,,7.0,17.0,12.0,,,,,,,,,,,,,
2025-06-08,140.8,59.9,34.0,33.5,4.5,102.4,37.8,,,,,140.2,,,,,,,,,343.2,,,,,,,,,,8.0,16.0,12.0,,,,,,,,,,,,,
2025-06-09,154.4,68.2,35.1,35.1,6.5,101.4,36.9,,,,,138.3,,,,,,,,,352.2,,,,,,,,,,7.0,15.0,11.0,,,,,,,,,,,,,
2025-06-10,154.8,68.0,35.4,36.7,5.5,,,,,,,,,,,,,,,,344.2,,,,,,,,,,5.0,16.0,10.5,,,,,,,,,,,,,
2025-06-11,151.8,67.5,34.9,33.1,7.0,,,,,,,,,,,,,,,,339.9,,,,,,,,,,9.0,16.0,12.5,,,,,,,,,,,,,
2025-06-12,149.4,68.9,35.1,30.7,5.5,,,,,,,,,,,,,,,,335.9,,,,,,,,,,11.0,18.0,14.5,,,,,,,,,,,,,
2025-06-13,151.0,69.0,34.9,31.2,6.5,,,,,,,,,,,,,,,,337.0,,,,,,,,,,11.0,15.0,13.0,,,,,,,,,,,,,
2025-06-14,144.6,65.7,34.2,28.7,6.5,,,,,,,,,,,,,,,,334.4,,,,,,,,,,11.0,13.0,12.0,,,,,,,,,,,,,
2025-06-15,141.2,64.8,33.9,27.0,6.5,100.5,37.3,,,,,137.8,,,,,,,,,335.2,,,,,,,,,,5.0,13.0,9.0,,,,,,,,,,,,,
2025-06-16,141.2,65.6,34.5,28.6,3.0,98.8,36.1,,,,,134.9,,,,,,,,,345.5,,,,,,,,,,7.0,16.0,11.5,,,,,,,,,,,,,
2025-06-17,156.4,70.3,35.2,37.2,4.0,101.7,36.1,,,,,137.8,,,,,,,,,351.7,,,,,,,,,,11.0,16.0,13.5,,,,,,,,,,,,,
2025-06-18,165.1,73.4,36.4,39.0,6.5,104.7,37.4,,,,,142.1,,,,,,,,,344.8,,,,,,,,,,5.0,15.0,10.0,,,,,,,,,,,,,
2025-06-19,163.2,75.7,35.9,35.1,6.5,103.2,37.8,,,,,141.0,,,,,,,,,342.3,,,,,,,,,,6.0,17.0,11.5,,,,,,,,,,,,,
2025-06-20,159.9,74.1,35.3,34.1,6.5,101.3,37.6,,,,,138.9,,,,,,,,,343.1,,,,,,,,,,6.0,16.0,11.0,,,,,,,,,,,,,
2025-06-21,153.3,71.2,34.5,31.2,6.5,,,,,,,137.7,,,,,,,,,344.8,,,,,,,,,,8.0,17.0,12.5,,,,,,,,,,,,,
2025-06-22,147.3,70.3,34.0,27.5,6.5,,,,,,,138.6,,,,,,,,,346.7,,,,,,,,,,8.0,15.0,11.5,,,,,,,,,,,,,
2025-06-23,166.0,83.5,35.5,31.0,6.5,,,,,,,140.7,,,,,,,,,352.6,,,,,,,,,,3.0,9.0,6.0,,,,,,,,,,,,,
2025-06-24,158.9,83.8,34.7,24.0,6.7,101.0,38.0,,,,,139.0,,,,,,,,,342.6,,,,,,,,,,2.0,12.0,7.0,,,,,,,,,,,,,
2025-06-25,158.1,86.1,35.3,20.3,6.9,101.7,38.0,,,,,139.7,,,,,,,,,341.9,,,,,,,,,,8.0,15.0,11.5,,,,,,,,,,,,,
2025-06-26,153.7,82.8,34.6,19.4,7.1000000000000005,100.9,38.9,,,,,139.8,,,,,,,,,342.9,,,,,,,,,,3.0,14.0,8.5,,,,,,,,,,,,,
2025-06-27,156.9,84.7,34.6,20.4,7.1,100.5,37.2,,,,,137.7,,,,,,,,,345.2,,,,,,,,,,4.0,15.0,9.5,,,,,,,,,,,,,
2025-06-28,151.2,79.8,33.3,21.0,7.1,99.6,38.0,,,,,137.6,,,,,,,,,342.9,,,,,,,,,,3.0,14.0,8.5,,,,,,,,,,,,,
2025-06-29,150.1,80.1,33.1,20.2,7.1,,,,,,,137.7,,,,,,,,,340.6,,,,,,,,,,5.0,9.0,7.0,,,,,,,,,,,,,
2025-06-30,164.1,91.8,34.5,20.9,7.0,96.1,33.3,,,,,129.4,,,,,,,,,337.6,,,,,,,,,,2.0,8.0,5.0,,,,,,,,,,,,,
2025-07-01,157.5,93.7,32.1,21.0,0.8,97.7,33.4,,,,,131.1,,,,,,,,,325.2,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-02,156.6,97.3,27.6,21.4,0.7,100.4,35.7,,,,,136.1,,,,,,,,,319.2,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03,157.4,94.2,30.9,20.9,1.8,101.1,36.8,,,,,137.9,,,,,,,,,327.6,,,,,,,,,,4.0,12.0,8.0,,,,,,,,,,,,,
2025-07-04,149.8,93.6,23.7,19.2,3.5,100.6,36.3,,,,,136.9,,,,,,,,,344.6,,,,,,,,,,8.0,15.0,11.5,,,,,,,,,,,,,
2025-07-05,152.4,83.1,29.6,25.1,5.0,98.8,37.8,,,,,136.6,,,,,,,,,349.3,,,,,,,,,,8.0,14.0,11.0,,,,,,,,,,,,,
2025-07-06,150.2,74.0,30.3,30.2,6.5,100.0,38.3,,,,,138.3,,,,,,,,,351.2,,,,,,,,,,8.0,13.0,10.5,,,,,,,,,,,,,
2025-07-07,,,,,,100.5,38.7,,,,,139.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-08,162.4,75.4,33.3,37.2,6.8,102.7,38.2,,,,,140.9,,,,,,,,,356.2,,,,,,,,,,8.0,17.0,12.5,,,,,,,,,,,,,
2025-07-09,150.6,67.6,33.8,32.1,7.6,101.6,38.7,,,,,140.3,,,,,,,,,351.5,,,,,,,,,,9.0,17.0,13.0,,,,,,,,,,,,,
2025-07-10,154.6,66.4,34.7,36.1,7.6,100.2,39.2,,,,,139.4,,,,,,,,,351.9,,,,,,,,,,11.0,16.0,13.5,,,,,,,,,,,,,
2025-07-11,151.8,65.4,33.2,35.2,8.1,100.4,39.0,,,,,139.4,,,,,,,,,342.9,,,,,,,,,,10.0,17.0,13.5,,,,,,,,,,,,,
2025-07-12,144.3,62.4,32.2,32.1,8.0,99.7,38.9,,,,,138.6,,,,,,,,,342.1,,,,,,,,,,11.0,19.0,15.0,,,,,,,,,,,,,
2025-07-13,138.8,57.3,32.5,32.5,7.5,99.4,38.9,,,,,138.3,,,,,,,,,347.2,,,,,,,,,,11.0,18.0,14.5,,,,,,,,,,,,,
2025-07-14,149.9,63.0,33.7,35.5,8.1,100.0,38.8,,,,,138.8,,,,,,,,,357.4,,,,,,,,,,10.0,15.0,12.5,,,,,,,,,,,,,
2025-07-15,147.4,61.7,33.9,34.7,7.5,,,,,,,,,,,,,,,,357.3,,,,,,,,,,13.0,19.0,16.0,,,,,,,,,,,,,
2025-07-16,152.3,69.5,32.6,33.3,7.1,,,,,,,,,,,,,,,,362.5,,,,,,,,,,11.0,17.0,14.0,,,,,,,,,,,,,
2025-07-17,157.1,70.3,34.7,35.1,7.1,100.6,38.4,,,,,139.0,,,,,,,,,354.9,,,,,,,,,,7.0,14.0,10.5,,,,,,,,,,,,,
2025-07-18,158.2,71.2,34.0,36.1,7.1,100.3,39.7,,,,,140.0,,,,,,,,,347.9,,,,,,,,,,5.0,16.0,10.5,,,,,,,,,,,,,
2025-07-19,145.4,61.9,33.3,32.8,7.6,101.7,39.0,,,,,140.7,,,,,,,,,348.2,,,,,,,,,,7.0,17.0,12.0,,,,,,,,,,,,,
2025-07-20,141.6,59.4,33.0,32.7,7.6,98.5,39.3,,,,,137.8,,,,,,,,,354.8,,,,,,,,,,9.0,19.0,14.0,,,,,,,,,,,,,
2025-07-21,158.1,68.6,34.2,38.5,7.6,98.5,39.8,,,,,138.3,,,,,,,,,365.0,,,,,,,,,,11.0,19.0,15.0,,,,,,,,,,,,,
2025-07-22,158.0,68.8,34.7,37.4,7.6,100.6,40.0,,,,,140.6,,,,,,,,,364.4,,,,,,,,,,10.0,16.0,13.0,,,,,,,,,,,,,
2025-07-23,161.7,74.0,34.4,35.9,7.8,104.1,39.0,,,,,143.1,,,,,,,,,352.8,,,,,,,,,,6.0,12.0,9.0,,,,,,,,,,,,,
2025-07-24,158.6,75.4,34.3,31.2,8.0,102.1,37.3,,,,,139.4,,,,,,,,,344.6,,,,,,,,,,8.0,14.0,11.0,,,,,,,,,,,,,
2025-07-25,156.8,75.8,34.6,29.5,7.0,100.6,37.7,,,,,138.3,,,,,,,,,342.6,,,,,,,,,,11.0,15.0,13.0,,,,,,,,,,,,,
2025-07-26,150.8,74.5,33.4,26.2,7.0,100.4,36.5,,,,,136.9,,,,,,,,,344.9,,,,,,,,,,8.0,12.0,10.0,,,,,,,,,,,,,
2025-07-27,150.1,74.0,33.3,26.6,7.0,,,,,,,130.9,,,,,,,,,341.3,,,,,,,,,,7.0,12.0,9.5,,,,,,,,,,,,,
2025-07-28,155.5,82.1,34.5,21.8,7.6,,,,,,,135.5,,,,,,,,,345.2,,,,,,,,,,8.0,14.0,11.0,,,,,,,,,,,,,
2025-07-29,156.4,75.6,34.2,30.0,7.1,,,,,,,137.7,,,,,,,,,351.1,,,,,,,,,,8.0,16.0,12.0,,,,,,,,,,,,,
2025-07-30,156.5,72.7,34.5,33.0,7.1,100.7,39.3,,,,,140.0,,,,,,,,,346.8,,,,,,,,,,10.0,17.0,13.5,,,,,,,,,,,,,
2025-07-31,149.7,66.7,34.6,31.3,7.6,101.9,39.4,,,,,141.3,,,,,,,,,347.4,,,,,,,,,,12.0,20.0,16.0,,,,,,,,,,,,,
2025-08-01,149.5,65.8,33.9,32.3,8.1,102.7,39.9,,,,,142.6,,,,,,,,,351.1,,,,,,,,,,15.0,17.0,16.0,,,,,,,,,,,,,
2025-08-02,139.8,59.8,32.0,30.5,8.1,102.0,40.8,,,,,142.8,,,,,,,,,359.8,,,,,,,,,,13.0,17.0,15.0,,,,,,,,,,,,,
2025-08-03,139.9,62.2,31.7,29.2,8.1,99.2,41.3,,,,,140.5,,,,,,,,,370.3,,,,,,,,,,9.0,16.0,12.5,,,,,,,,,,,,,
2025-08-04,169.4,79.1,33.1,40.6,7.1,,,,,,,,,,,,,,,,372.1,,,,,,,,,,9.0,15.0,12.0,,,,,,,,,,,,,
2025-08-05,165.0,74.2,34.7,39.2,7.6,,,,,,,,,,,,,,,,369.5,,,,,,,,,,6.0,13.0,9.5,,,,,,,,,,,,,
2025-08-06,164.3,75.4,35.2,36.9,7.5,,,,,,,,,,,,,,,,363.7,,,,,,,,,,8.0,16.0,12.0,,,,,,,,,,,,,
2025-08-07,167.5,74.7,35.5,40.4,7.5,103.4,38.6,,,,,142.0,,,,,,,,,358.3,,,,,,,,,,8.0,14.0,11.0,,,,,,,,,,,,,
2025-08-08,166.2,72.5,34.5,42.0,7.5,104.0,40.5,,,,,144.5,,,,,,,,,351.0,,,,,,,,,,5.0,14.0,9.5,,,,,,,,,,,,,
2025-08-09,159.7,70.6,33.7,38.6,7.5,103.0,39.2,,,,,142.2,,,,,,,,,352.1,,,,,,,,,,5.0,15.0,10.0,,,,,,,,,,,,,
2025-08-10,151.9,64.0,34.0,37.6,7.5,102.9,37.2,,,,,140.1,,,,,,,,,355.4,,,,,,,,,,5.0,18.0,11.5,,,,,,,,,,,,,
2025-08-11,156.5,63.8,35.7,40.0,7.6,100.3,38.2,,,,,138.5,,,,,,,,,361.1,,,,,,,,,,8.0,19.0,13.5,,,,,,,,,,,,,
2025-08-12,149.4,60.8,35.4,35.7,8.0,99.8,40.1,,,,,139.9,,,,,,,,,367.0,,,,,,,,,,11.0,22.0,16.5,,,,,,,,,,,,,
2025-08-13,155.1,67.4,35.0,35.4,8.0,100.3,39.2,,,,,139.5,,,,,,,,,370.0,,,,,,,,,,10.0,15.0,12.5,,,,,,,,,,,,,
2025-08-14,157.4,69.5,34.4,36.5,8.0,102.6,37.9,,,,,140.5,,,,,,,,,360.8,,,,,,,,,,6.0,13.0,9.5,,,,,,,,,,,,,
2025-08-15,151.6,69.7,34.8,33.2,4.5,101.5,37.0,,,,,138.5,,,,,,,,,356.3,,,,,,,,,,6.0,14.0,10.0,,,,,,,,,,,,,
2025-08-16,156.4,69.2,34.4,36.9,6.5,101.6,36.5,,,,,138.1,,,,,,,,,350.7,,,,,,,,,,7.0,13.0,10.0,,,,,,,,,,,,,
2025-08-17,149.0,64.9,34.3,34.4,6.5,101.8,37.9,,,,,139.7,,,,,,,,,352.7,,,,,,,,,,11.0,15.0,13.0,,,,,,,,,,,,,
2025-08-18,154.5,64.7,35.2,38.8,6.5,98.6,40.3,,,,,138.9,,,,,,,,,364.3,,,,,,,,,,12.0,17.0,14.5,,,,,,,,,,,,,
2025-08-19,154.4,63.7,34.6,39.6,7.5,,,,,,,,,,,,,,,,364.2,,,,,,,,,,14.0,16.0,15.0,,,,,,,,,,,,,
2025-08-20,151.7,63.0,34.9,37.2,7.5,,,,,,,,,,,,,,,,364.2,,,,,,,,,,13.0,17.0,15.0,,,,,,,,,,,,,
2025-08-21,152.3,63.9,35.0,36.7,7.5,99.6,39.8,,,,,139.4,,,,,,,,,364.7,,,,,,,,,,9.0,18.0,13.5,,,,,,,,,,,,,
2025-08-22,152.0,65.6,35.5,34.0,7.4,98.1,39.4,,,,,137.5,,,,,,,,,369.9,,,,,,,,,,13.0,18.0,15.5,,,,,,,,,,,,,
2025-08-23,141.6,61.7,34.8,28.4,7.4,95.0,37.6,,,,,132.6,,,,,,,,,363.7,,,,,,,,,,8.0,15.0,11.5,,,,,,,,,,,,,
2025-08-24,130.8,57.3,34.5,22.9,7.4,94.4,37.0,,,,,131.4,,,,,,,,,356.3,,,,,,,,,,6.0,18.0,12.0,,,,,,,,,,,,,
2025-08-25,140.2,57.0,35.8,31.7,6.4,94.4,36.2,,,,,130.6,,,,,,,,,354.9,,,,,,,,,,10.0,22.0,16.0,,,,,,,,,,,,,
2025-08-26,137.9,55.7,35.9,30.5,6.5,98.0,36.4,,,,,134.4,,,,,,,,,349.3,,,,,,,,,,8.0,21.0,14.5,,,,,,,,,,,,,
2025-08-27,130.4,49.9,35.6,29.2,6.4,98.3,37.7,,,,,136.0,,,,,,,,,350.4,,,,,,,,,,11.0,22.0,16.5,,,,,,,,,,,,,
2025-08-28,125.3,45.6,35.3,28.0,6.9,93.0,39.1,,,,,132.1,,,,,,,,,356.9,,,,,,,,,,12.0,22.0,17.0,,,,,,,,,,,,,
2025-08-29,124.3,48.0,34.4,24.3,7.9,88.3,35.6,,,,,123.9,,,,,,,,,364.5,,,,,,,,,,14.0,20.0,17.0,,,,,,,,,,,,,
2025-08-30,,,,,,82.5,34.3,,,,,116.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-31,122.1,48.9,33.5,23.5,7.4,86.8,35.7,,,,,122.5,,,,,,,,,365.5,,,,,,,,,,15.0,19.0,17.0,,,,,,,,,,,,,
2025-09-01,137.5,55.6,35.1,30.2,7.4,95.2,37.1,,,,,132.3,,,,,,,,,363.3,,,,,,,,,,12.0,17.0,14.5,,,,,,,,,,,,,
2025-09-02,136.1,58.8,35.2,29.4,3.5,99.5,33.4,,,,,132.9,,,,,,,,,353.0,,,,,,,,,,8.0,15.0,11.5,,,,,,,,,,,,,
2025-09-03,136.0,61.8,35.2,27.4,2.4,96.6,35.8,,,,,132.4,,,,,,,,,347.1,,,,,,,,,,10.0,21.0,15.5,,,,,,,,,,,,,
2025-09-04,145.0,69.1,35.3,28.4,2.9,92.9,36.7,,,,,129.6,,,,,,,,,343.0,,,,,,,,,,5.0,12.0,8.5,,,,,,,,,,,,,
2025-09-05,141.0,69.3,35.2,22.5,4.4,98.3,35.9,,,,,134.2,,,,,,,,,340.6,,,,,,,,,,3.0,13.0,8.0,,,,,,,,,,,,,
2025-09-06,140.5,67.5,34.2,27.1,2.4,100.2,33.1,,,,,133.3,,,,,,,,,338.1,,,,,,,,,,3.0,16.0,9.5,,,,,,,,,,,,,
2025-09-07,136.3,59.7,34.2,27.3,6.4,100.2,37.9,,,,,138.1,,,,,,,,,342.6,,,,,,,,,,8.0,16.0,12.0,,,,,,,,,,,,,
2025-09-08,141.3,60.1,35.7,29.9,6.4,97.3,38.8,,,,,136.1,,,,,,,,,349.0,,,,,,,,,,11.0,18.0,14.5,,,,,,,,,,,,,
2025-09-09,128.4,52.2,34.5,31.4,1.1,96.4,33.8,,,,,130.2,,,,,,,,,349.7,,,,,,,,,,10.0,23.0,16.5,,,,,,,,,,,,,
2025-09-10,123.8,48.3,35.2,24.8,6.5,93.6,36.5,,,,,130.1,,,,,,,,,349.9,,,,,,,,,,12.0,24.0,18.0,,,,,,,,,,,,,
2025-09-11,121.3,45.9,35.6,24.1,6.5,89.0,34.5,,,,,123.5,,,,,,,,,359.6,,,,,,,,,,10.0,23.0,16.5,,,,,,,,,,,,,
2025-09-12,117.5,42.4,35.0,23.9,6.5,,,,,,,112.7,,,,,,,,,363.4,,,,,,,,,,10.0,21.0,15.5,,,,,,,,,,,,,
2025-09-13,109.2,39.4,34.3,21.0,5.0,,,,,,,105.2,,,,,,,,,361.7,,,,,,,,,,13.0,18.0,15.5,,,,,,,,,,,,,
2025-09-14,109.6,39.2,33.2,23.7,5.0,,,,,,,104.6,,,,,,,,,360.9,,,,,,,,,,12.0,23.0,17.5,,,,,,,,,,,,,
2025-09-15,117.3,42.9,35.3,28.1,2.0,,,,,,,113.7,,,,,,,,,361.2,,,,,,,,,,14.0,21.0,17.5,,,,,,,,,,,,,
2025-09-16,115.3,37.7,35.1,28.3,4.5,83.2,30.1,,,,,113.3,,,,,,,,,362.3,,,,,,,,,,11.0,21.0,16.0,,,,,,,,,,,,,
2025-09-17,113.3,36.2,34.4,28.6,4.5,83.6,29.2,,,,,112.8,,,,,,,,,363.0,,,,,,,,,,14.0,24.0,19.0,,,,,,,,,,,,,
2025-09-18,112.7,35.7,34.7,30.7,2.4,83.4,28.4,,,,,111.8,,,,,,,,,365.0,,,,,,,,,,17.0,22.0,19.5,,,,,,,,,,,,,
2025-09-19,111.1,33.3,35.4,32.0,0.9,84.9,27.7,,,,,112.6,,,,,,,,,365.2,,,,,,,,,,17.0,23.0,20.0,,,,,,,,,,,,,
2025-09-20,109.7,35.4,33.9,26.8,4.4,82.9,28.9,,,,,111.8,,,,,,,,,365.4,,,,,,,,,,15.0,19.0,17.0,,,,,,,,,,,,,
2025-09-21,103.6,36.2,32.5,22.0,4.4,,,,,,,108.2,,,,,,,,,367.3,,,,,,,,,,12.0,15.0,13.5,,,,,,,,,,,,,
2025-09-22,117.1,44.6,32.7,24.2,6.5,,,,,,,111.8,,,,,,,,,369.1,,,,,,,,,,9.0,19.0,14.0,,,,,,,,,,,,,
2025-09-23,121.0,46.9,32.1,28.0,5.0,,,,,,,,,,,,,,,,366.8,,,,,,,,,,8.0,19.0,13.5,,,,,,,,,,,,,
2025-09-24,116.1,44.2,32.3,25.1,5.5,,,,,,,,,,,,,,,,364.3,,,,,,,,,,9.0,17.0,13.0,,,,,,,,,,,,,
2025-09-25,110.1,39.9,32.8,22.8,5.5,,,,,,,114.7,,,,,,,,,358.9,,,,,,,,,,10.0,18.0,14.0,,,,,,,,,,,,,
2025-09-26,109.5,39.3,32.6,22.6,5.5,,,,,,,114.0,,,,,,,,,359.8,,,,,,,,,,12.0,22.0,17.0,,,,,,,,,,,,,
2025-09-27,104.5,35.9,34.8,20.5,4.1,,,,,,,109.3,,,,,,,,,362.6,,,,,,,,,,15.0,18.0,16.5,,,,,,,,,,,,,
2025-09-28,97.6,33.3,34.3,17.5,4.0,,,,,,,103.6,,,,,,,,,364.8,,,,,,,,,,11.0,22.0,16.5,,,,,,,,,,,,,
2025-09-29,113.0,37.8,35.8,25.8,4.5,,,,,,,104.3,,,,,,,,,370.0,,,,,,,,,,11.0,24.0,17.5,,,,,,,,,,,,,
2025-09-30,108.4,33.9,35.0,24.5,5.6,,,,,,,105.6,,,,,,,,,367.6,,,,,,,,,,14.0,22.0,18.0,,,,,,,,,,,,,
2025-10-01,106.1,32.7,34.7,23.0,6.7,,,,,,,105.2,,,,,,,,,368.5,,,,,,,,,,12.0,23.0,17.5,,,,,,,,,,,,,
2025-10-02,100.9,28.4,35.3,21.2,7.0,,,,,,,103.9,,,,,,,,,369.6,,,,,,,,,,15.0,24.0,19.5,,,,,,,,,,,,,
2025-10-03,98.9,25.6,35.5,21.2,7.5,,,,,,,100.5,,,,,,,,,372.3,,,,,,,,,,16.0,26.0,21.0,,,,,,,,,,,,,
2025-10-04,100.0,24.6,35.4,24.7,6.4,,,,,,,95.9,,,,,,,,,369.6,,,,,,,,,,19.0,29.0,24.0,,,,,,,,,,,,,
2025-10-05,95.8,23.9,35.1,22.0,6.4,,,,,,,97.5,,,,,,,,,364.4,,,,,,,,,,15.0,20.0,17.5,,,,,,,,,,,,,
2025-10-06,114.2,34.8,37.0,25.6,7.5,,,,,,,108.1,,,,,,,,,361.5,,,,,,,,,,9.0,18.0,13.5,,,,,,,,,,,,,
2025-10-07,110.9,33.4,35.3,25.8,7.3,83.0,29.4,,,,,112.4,,,,,,,,,356.1,,,,,,,,,,9.0,23.0,16.0,,,,,,,,,,,,,
2025-10-08,104.9,28.2,37.0,23.1,7.8,,,,,,,111.4,,,,,,,,,357.2,,,,,,,,,,14.0,26.0,20.0,,,,,,,,,,,,,
2025-10-09,100.5,26.2,36.8,22.1,6.3,,,,,,,105.0,,,,,,,,,363.1,,,,,,,,,,16.0,27.0,21.5,,,,,,,,,,,,,
2025-10-10,98.4,22.6,35.9,23.9,6.8,,,,,,,,,,,,,,,,365.3,,,,,,,,,,17.0,29.0,23.0,,,,,,,,,,,,,
2025-10-11,101.2,24.9,35.6,24.6,6.8,,,,,,,,,,,,,,,,364.7,,,,,,,,,,19.0,27.0,23.0,,,,,,,,,,,,,
2025-10-12,94.8,23.6,35.3,20.4,6.8,,,,,,,,,,,,,,,,364.3,,,,,,,,,,14.0,18.0,16.0,,,,,,,,,,,,,
2025-10-13,100.3,28.5,36.4,21.6,4.8,,,,,,,100.4,,,,,,,,,368.4,,,,,,,,,,13.0,23.0,18.0,,,,,,,,,,,,,
2025-10-14,101.7,26.9,36.3,23.3,6.4,,,,,,,101.5,,,,,,,,,367.3,,,,,,,,,,15.0,24.0,19.5,,,,,,,,,,,,,
2025-10-15,102.3,23.9,36.6,24.7,8.1,,,,,,,104.8,,,,,,,,,365.0,,,,,,,,,,19.0,27.0,23.0,,,,,,,,,,,,,
2025-10-16,108.4,25.3,36.5,28.0,9.1,,,,,,,99.7,,,,,,,,,363.3,,,,,,,,,,18.0,28.0,23.0,,,,,,,,,,,,,
2025-10-17,109.9,27.6,35.4,27.9,9.3,76.2,30.5,,,,,106.7,,,,,,,,,356.6,,,,,,,,,,19.0,22.0,20.5,,,,,,,,,,,,,
