currency,currencyName,currentPrice,currentPeriod,previousPrice,previousPeriod,nominalDifference,percentageDifference,lastUpdated,marketType,displayName
USD,Dolar U.S.A,1535.0,2026-09-21T09:58:00,1535.0,2026-09-18T17:01:00,0.0,0.0,2026-09-21T10:00:02.9822223,Dollar,DOLAR
